name,win,linux,mac,author,description
Parselings: Infer Memorial Station (PDF),f,f,f,Smunchy Games,An introduction story module for the tabletop RPG Parselings.
Dark Sheep,t,t,t,Daisy Games,"Horror Meets Sokoban; Kidnap, Sacrifice, Witness!"
Desolate Roads,t,f,f,Gadan Games,A first-person psychological horror vignette
Sudd City Adventures,t,f,t,Sudd City,Sudd City Adventures is a lighthearted point-and-click narrative game set in a world of ordinary superheroes.
Leggite Luta Livre,f,f,f,John Vanderhoef,An arcade beat-em-up for the NES.
The Stirring Among The Stars: Book Two of the Dread Naught Trilogy,f,f,f,Dylan Wayne Sanchez,The sequel to The Shadow Among The Stars
Rosette Diceless Companion,f,f,f,Future Proof Games,"New rules, play advice, and new character options for Rosette Diceless"
Amethyst Hearth,t,f,f,Drone Garden Studios,A sci-fi Christmas romance or friendship story between a lonely woman and a burly robot!
Good Mourning,f,f,f,Platonic Partnership Ltd,A Run-based visual novel.
You Can Pet The Dog VR,t,f,f,Raconteur Games,Fulfill the ultimate fantasy: going outside and petting a dog.
Pixel Side-Scroller - 17 Animated  Container Props,f,f,f,"Thomas Feichtmeir ""Cyangmou""","17 animated pixelart containers with particles, base size 16x16"
Madball,t,t,f,Madness Studio,Say Hello To Madness!
Muffin Fight VR,t,f,f,Red Iron Labs,"A Frantic VR multiplayer game, Bake muffins to throw at your friends."
Super Head Ball,t,f,f,sethsafety,Throw a decapitated head at your friends!
Only One Burn,t,f,f,Leyline Studios,"Land the craft without crashing. Oh, and you only get one burn!"
RogueSlide,t,f,t,Beep Yeah!,Sliding puzzle meets dungeon-crawler
Hack Grid,t,t,t,Daisy Games,A puzzle game with dos-aestethic and adlib audio
Easy Credits 2 for Unity,f,f,f,OneratGames,"âA simple, lightweight way to make scrolling or non scrolling credits."
Shredded Secrets,t,f,t,Girls Make Games,Shredded Secrets is a story-based 2D platformer that lets you step into the lives of four people at a middle school.
Spooky Waltz,t,t,f,Studios SoulAres,Protect Halloween Town while you dance your yearly waltz!
reIterate(),f,f,f,Let's Talk Game Design,A modern-classic 2D Platformer
Awesome Mix Tape,t,f,f,Projector Studios,Struggle with obsolete tech to load up cracking slices of gaming fun.
Capture the Flag 5e,f,f,f,nesges,Erobere mit deinem Team die feindliche Flagge und bring sie nach Hause!
SubDivide,t,t,f,Sockman,Divide the world in this puzzle-platformer to venture into the unknown.
Slime-San Arcade Music,f,f,f,EonNomad,3 of the Slime-San Arcade music tracks with a bonus!
Move 'n' Bloom,t,t,t,Waldemar Umaniz,"A simple but also challenging puzzle game about moving, pushing and matching colors."
Tornbridge,f,f,f,Jacqueline Bryk,An epistolary game of love and letters.
Pippu - Bauble Quest,t,f,f,Chequered Ink,A platforming adventure
Pawndemonium,t,t,t,Tallbeard Studios,Chess-based tower defense mayhem!
Dayscream,t,t,f,Bernhard Potuzak,
The Emperor's Orchard,f,f,f,Jacqueline Bryk,"They called the orchard I served in âThe Emperorâs Haremâ -- and we were, in a sense."
Cut Up Solo - Triplanetary Lensman,f,f,f,Parts Per Million,
Project SNAQE,t,f,f,Teggno Interactive,An action and precision game inspired by the cult-classic Snake
Roly-Polo,t,t,f,LaPieza,A fun 'n fast sport game for up to 4 players. (Has a Free DEMO)
Selection Process,t,f,f,eduardogamedev,Will you be able to pass the Selection Process?
Faith & Sails,f,f,f,Julian Kay,"A dicey, no-GM one-sheet storygame of the sea"
Time Enough,f,f,f,wetdryvac,A three-track bit of happiness.
This Game Takes Place Entirely In A Mega Mart Parking Lot!,f,f,f,StarshineScribbles,A Rules-Lite TTRPG Set In A Parking Lot!
Central Fugitive,t,f,t,Astrosaurus Games,"Quick, somebody call a spin doctor!"
Lucha Libram!,f,f,f,Pod of Blunders,A two-player TTRPG of over-the-top wizard luchador insanity
1-bit tileset 8*8px (Pulp compatible),f,f,f,Teaceratops,over 1800 unique 1-bit 8*8 tiles in one tileset
O.R.B.I.T. Link,f,f,f,DonnieDynamo,A game of mechanized combat that relies heavily on unit symbiosis.
Defend The Tower,f,f,f,BranchingNarratives,Dexterity and Strategy Rolled into One - Only One Can Take The Crown!
Grime House,f,f,f,Skuttie,Survive the horror!
Vampires of Neptune,f,f,f,JYoungman,"Humanity has spread to the edge of the solar system. An ancient enemy was already there, waiting."
From a Different Point of View: Victorian London,f,f,f,Max KÃ¤mmerer (he/they),14 Unscenes for The Between
TITAN (ENG),f,f,f,Roll&PlayMedusa,The Space Mining Roll & Write game. (+16)
Operator Overload OST,f,f,f,ruby0x1,music for the game Operator Overload
ROOM EXPLORER 2010: DELUXE LOVER'S PAQUE,t,f,f,SQ-COM,Experience DELUXE trespassing today
Bunnies vs. Bunnies: Ukraine Edition,t,f,f,Jordan Magnuson,A short fable/strategy game
The Furniture Of Self,t,f,f,skodone,The full room VR Experience (VR optional)
Partition Sector,t,f,f,arganoid,What if Bomberman had snakes?
Lunarrota,t,f,f,Luis S.,Climb the Mountain. Kill the Goddess.
Head AS Code  OST,f,f,f,Slaleky,The full OST is now available!
Safari Zone OST,f,f,f,Slaleky,The official OST for Safari Zone!
Changelings,f,f,f,kolekniewiary,TTRPG about changelings fighting for a cause
Toybox Aviation,t,f,f,OneratGames,A physics based modular vehicle sandbox
MENOS: PSI-SHATTER,f,f,f,Jack Goddard,"A high-impact, physics based Shooter with a Telekinetic protagonist."
Volatile,t,f,f,Boaan,
Harvest Hero Origins,t,t,f,Gemdrop Games,Fight the onslaught of groobles in this retro arcade wave defense!
The Lemon King,f,f,f,A.E. Ross,A short piece of gay historical fiction
Songs of the Northlanders,f,f,f,WolfWyzard,a roleplaying game of desperate action
Hack FPS - Anniversary Edition,t,t,t,r3sgame,Continue Hack FPS with extra content
Green Things Grow From Cinders,f,f,f,A.E. Ross,A gay transmasc Cinderella re-telling
Bunflower,t,t,t,SaturnSprout,Help Bunflower gather food before the blizzard hits town!
8Ã8 Platformer Asset Pack with pico-8 palette,f,f,f,Niall Chandler Games,Asset pack made with pico-8 palette.
Gambler's Heart,f,f,f,Dice Kapital,Play as magical gamblers fighting to prevent Black Jacknarok!
The Jellicle Chance,f,f,f,segoli,A collaborative storytelling tabletop experience with cats.
[MOOD] Pixel Art Font Set,f,f,f,Rodrigo BSL,Pixel art font set inspired by the classic Doom
The Warehouse,f,f,f,"Elise ""Lachesis"" PagÃ¨s",A TTRPG really freely inspired by the SCP Foundation
InBetween: Hungry Mouse,f,f,f,solipsistgames,Find food for your hungry mouse family. A solo mini-game.
Stepping into the Oblivion,f,f,f,"Dimitri, Dr.Givaca","A game about friendship, memories and a great voyage."
Bark and Grass Materials,f,f,f,kingdomfantasy6,A couple materials made for a game jam and now available for everyone!
Way of the Demon Slayer - A Paragon Playset,f,f,f,Agent Fintcher,The way of the slayer is death
CafÃ© El lobo aullador,f,f,f,Solo historias - Solo juegos,Un juego de simulador de una teterÃ­a en solitario
A Fairyâs Day Adventure into the Human World,f,f,f,DarkJaguar,a young faeâs adventure in the human world
The Truth About Jevallik,f,f,f,Rule 42 Arts Coalition,A game for two players
Candylight,t,t,f,ImagiNovel,A yuri and cute game
Spell Slingers: Trick or Treat,t,f,f,Honeycomb Interactive,Spooky Spell Simulator
Gambit: Suits edition,f,f,f,Lee K Hulme,A fast & easy battle resolver that fits on 2 playing cards - rules lite is here!
Rhythm 'n Bullets,t,f,f,DB Creations,An arcade shmup where the music is part of the action
Sudoku Zenkai,t,t,t,ImaginationOverflow,A new dimension to Sudoku
The Sink Gods,t,f,t,Little Glyph Games,A point-and-click adventure game of revenge
Cecconoid,t,t,f,Triple Eh?,"Pixel-tastic, retro-infused, flick-screen, twin-stick-shooter."
Zzap!,t,t,t,NeonRetroTech,"Twin-stick twitching, high-score chasing, particle-exploding, 2600 futurism!"
Serious Scramblers,t,f,t,chinykian,No jumping. Only falling. Unabashedly tough vertical platformer!
T.A.R.S,t,f,f,GreatherGames,You will take on the role of Samantha in this 3rd person horror shooter. Can you survive?
Gig Life,t,f,f,JoshJayOnline,A Gig Economy Short Story
Unity Book II: Distribution,f,f,f,fluffy,The Melrose legacy continues.
Lizard Lady vs the Cats,t,f,f,The Voices Games,
Lawn Buster for Hire,t,f,f,TurdBoomerang,A procedural problem-solving game about lawn care.
Renewal & Riot,f,f,f,Joan,A hopepunk-themed Lasers and Feelings hack for 2-5 players
Drama! Drama! (and the Queen),f,f,f,Fateful Seven,"Drama! Drama! (and the Queen) is a game about impressing the Queen, while outperforming other players."
Couch Goblins,t,f,f,Honeycomb Interactive,Goblin Party Simulator
A house interior asset pack !,f,f,f,styloo,MORE THAN 70 ELEMENTS FOR YOUR HOUSE
Psychoballs,t,f,f,joemanaco,Sort different psychotic balls through mind-boggling pipe-systems.
[New Hi-Score] Pixel Art Font,f,f,f,Rodrigo BSL,A pop-up pixel font inspired by retro arcade interfaces
Bryluen's Bachelorette Brawl,f,f,f,Dylan Wayne Sanchez,A Dread Naught Trilogy short story.
Sly Panda,t,t,t,Elastiskalinjen,"Slow down time, defeat dopey ghosts and become a sly panda â³"
Food Flinger VR,f,f,f,Eric Guadara,Keep the hungry patrons happy.  Feed them food!
Goblins: Kwest 4 Sosijiz,f,f,f,Worldbuilder101,"A one page ttrpg where you are a group of goblins, trying to steal sausages from big noisy humans."
Temple Of Tangram,t,t,t,joemanaco,
SKELERUN,t,t,t,Fireside Studio,"Don't Give Up, Skeleton!"
Derpy Deep Drive,t,f,f,Extrone,An Endless School Bus Driving Game.
Captain Backwater,t,t,t,joemanaco,A puzzle game with a twist!
WIZLORDS!,f,f,f,Third Country Press,A game of political machinations in a wacky magocracy.
[Inkbit] Pixel Art Font Set,f,f,f,Rodrigo BSL,A pixel perfect font with 2 variations. Supports accents and a variety of symbols
Air Dasher,t,f,f,Anton,Air Dasher is a pure fluid platformer
Monastery Battlemap [100 x 80],f,f,f,gurkenlabs,The murderer is always the gardener.
Volcanic Sinkhole Battlemap [20 x 40],f,f,f,gurkenlabs,"Amidst the overgrown ruins, a steaming rupture parts the earth."
Speckled Forest Battlemap [30 x 30],f,f,f,gurkenlabs,Watch out for ambushes in the dim lights of this unsettling forest.
